Timestamp,State,Duration,Total Idle Time,Total Movement Time,Average Idle Time,Average Movement Time
2024-07-02 18:07:07.911151,Idle,17.25,856.79,25.570000000000014,35.69958333333333,1.0630434782608702
2024-07-02 18:07:08.846081,Movement,0.93,856.79,26.500000000000014,35.69958333333333,1.0654166666666673
2024-07-02 18:08:52.740282,Idle,103.89,960.68,26.500000000000014,38.4272,1.0654166666666673
2024-07-02 18:08:53.675054,Movement,0.93,960.68,27.430000000000014,38.4272,1.0600000000000005
2024-07-02 18:08:56.185987,Idle,2.51,963.1899999999999,27.430000000000014,37.04576923076923,1.0600000000000005
2024-07-02 18:08:57.307627,Movement,1.12,963.1899999999999,28.550000000000015,37.04576923076923,1.0550000000000006
2024-07-02 18:10:18.214976,Idle,80.91,1044.1,28.550000000000015,38.670370370370364,1.0550000000000006
2024-07-02 18:10:19.151503,Movement,0.94,1044.1,29.490000000000016,38.670370370370364,1.057407407407408
2024-07-02 18:10:21.307679,Idle,2.16,1046.26,29.490000000000016,37.36642857142857,1.057407407407408
2024-07-02 18:10:22.430093,Movement,1.12,1046.26,30.610000000000017,37.36642857142857,1.0532142857142863
2024-07-02 18:13:32.400848,Idle,189.97,1236.23,30.610000000000017,42.62862068965517,1.0532142857142863
2024-07-02 18:13:33.338668,Movement,0.94,1236.23,31.55000000000002,42.62862068965517,1.055517241379311
2024-07-02 18:13:53.890829,Idle,20.55,1256.78,31.55000000000002,41.89266666666666,1.055517241379311
2024-07-02 18:13:54.830076,Movement,0.94,1256.78,32.490000000000016,41.89266666666666,1.0516666666666672
2024-07-02 18:15:52.198332,Idle,117.37,1374.15,32.490000000000016,44.32741935483871,1.0516666666666672
2024-07-02 18:15:53.138158,Movement,0.94,1374.15,33.430000000000014,44.32741935483871,1.0480645161290327
2024-07-02 18:20:04.410082,Idle,251.27,1625.42,33.430000000000014,50.794375,1.0480645161290327
2024-07-02 18:20:05.245478,Movement,0.84,1625.42,34.27000000000002,50.794375,1.0446875000000004
2024-07-02 18:20:08.044199,Idle,2.8,1628.22,34.27000000000002,49.34,1.0446875000000004
2024-07-02 18:20:09.166220,Movement,1.12,1628.22,35.390000000000015,49.34,1.038484848484849
2024-07-02 18:23:56.851394,Idle,227.69,1855.91,35.390000000000015,54.58558823529412,1.038484848484849
2024-07-02 18:23:57.786557,Movement,0.94,1855.91,36.33000000000001,54.58558823529412,1.0408823529411768
2024-07-02 18:24:00.630457,Idle,2.84,1858.75,36.33000000000001,53.107142857142854,1.0408823529411768
2024-07-02 18:24:01.752279,Movement,1.12,1858.75,37.45000000000001,53.107142857142854,1.0380000000000003
2024-07-02 18:24:04.167674,Idle,2.42,1861.17,37.45000000000001,51.69916666666667,1.0380000000000003
2024-07-02 18:24:05.288572,Movement,1.12,1861.17,38.57000000000001,51.69916666666667,1.040277777777778
2024-07-02 18:24:07.485475,Idle,2.2,1863.3700000000001,38.57000000000001,50.36135135135135,1.040277777777778
2024-07-02 18:24:08.606972,Movement,1.12,1863.3700000000001,39.690000000000005,50.36135135135135,1.0424324324324326
2024-07-02 18:24:11.286734,Idle,2.68,1866.0500000000002,39.690000000000005,49.106578947368426,1.0424324324324326
2024-07-02 18:24:12.407783,Movement,1.12,1866.0500000000002,40.81,49.106578947368426,1.0444736842105264
2024-07-02 18:24:15.159399,Idle,2.75,1868.8000000000002,40.81,47.917948717948725,1.0444736842105264
2024-07-02 18:24:16.279502,Movement,1.12,1868.8000000000002,41.93,47.917948717948725,1.0464102564102564
2024-07-02 18:24:19.110682,Idle,2.83,1871.63,41.93,46.79075,1.0464102564102564
2024-07-02 18:24:20.232189,Movement,1.12,1871.63,43.05,46.79075,1.04825
2024-07-02 18:24:33.580483,Idle,13.35,1884.98,43.05,45.97512195121951,1.04825
2024-07-02 18:24:34.701631,Movement,1.12,1884.98,44.169999999999995,45.97512195121951,1.0499999999999998
2024-07-02 18:24:36.922759,Idle,2.22,1887.2,44.169999999999995,44.93333333333334,1.0499999999999998
2024-07-04 05:48:23.916594,Idle,0,0,0,0,0
2024-07-04 05:48:24.329392,Movement,0.41,0,0.41,0,0.0
2024-07-04 05:48:32.690818,Idle,8.36,8.36,0.41,8.36,0.0
2024-07-04 05:48:33.805612,Movement,1.11,8.36,1.52,8.36,0.205
2024-07-04 05:48:36.845854,Idle,3.04,11.399999999999999,1.52,5.699999999999999,0.205
2024-07-04 05:48:37.962523,Movement,1.12,11.399999999999999,2.64,5.699999999999999,0.5066666666666667
2024-07-04 05:48:41.708598,Idle,3.75,15.149999999999999,2.64,5.05,0.5066666666666667
2024-07-04 05:48:42.824586,Movement,1.12,15.149999999999999,3.7600000000000002,5.05,0.66
2024-07-04 05:48:47.758696,Idle,4.93,20.08,3.7600000000000002,5.02,0.66
2024-07-04 05:49:30.210395,Movement,0,0,0,0,0
2024-07-04 05:49:30.503447,Idle,0.29,0.29,0,0.29,0
2024-07-04 05:49:31.618538,Movement,1.12,0.29,1.12,0.29,0.0
2024-07-04 05:49:36.086533,Idle,4.47,4.76,1.12,2.38,0.0
2024-07-04 05:49:37.203915,Movement,1.12,4.76,2.24,2.38,0.56
2024-07-04 05:49:40.015474,Idle,2.81,7.57,2.24,2.5233333333333334,0.56
2024-07-04 05:49:41.134045,Movement,1.12,7.57,3.3600000000000003,2.5233333333333334,0.7466666666666667
2024-07-04 05:49:43.486993,Idle,2.35,9.92,3.3600000000000003,2.48,0.7466666666666667
2024-07-04 05:49:44.604727,Movement,1.12,9.92,4.48,2.48,0.8400000000000001
2024-07-04 05:49:47.246149,Idle,2.64,12.56,4.48,2.512,0.8400000000000001
2024-07-04 05:49:48.363543,Movement,1.12,12.56,5.6000000000000005,2.512,0.8960000000000001
2024-07-04 05:49:52.563841,Idle,4.2,16.76,5.6000000000000005,2.7933333333333334,0.8960000000000001
2024-07-04 05:49:53.680125,Movement,1.12,16.76,6.720000000000001,2.7933333333333334,0.9333333333333335
2024-07-04 05:49:56.817655,Idle,3.14,19.900000000000002,6.720000000000001,2.842857142857143,0.9333333333333335
2024-07-04 05:51:34.454428,Idle,0,0,0,0,0
2024-07-04 05:51:34.941642,Movement,0.49,0,0.49,0,0.0
2024-07-04 05:51:37.928925,Idle,2.99,2.99,0.49,2.99,0.0
2024-07-04 05:51:39.047219,Movement,1.12,2.99,1.61,2.99,0.245
2024-07-04 05:51:41.358777,Idle,2.31,5.300000000000001,1.61,2.6500000000000004,0.245
2024-07-04 05:51:42.476448,Movement,1.12,5.300000000000001,2.7300000000000004,2.6500000000000004,0.5366666666666667
2024-07-04 05:52:11.411632,Movement,0,0,0,0,0
2024-07-04 05:52:13.240738,Idle,1.83,1.83,0,1.83,0
2024-07-04 05:52:14.355575,Movement,1.11,1.83,1.11,1.83,0.0
2024-07-04 05:52:20.953301,Idle,6.6,8.43,1.11,4.215,0.0
2024-07-04 05:52:22.070302,Movement,1.12,8.43,2.2300000000000004,4.215,0.555
2024-07-04 05:52:24.903785,Idle,2.83,11.26,2.2300000000000004,3.7533333333333334,0.555
2024-07-04 05:52:26.020562,Movement,1.12,11.26,3.3500000000000005,3.7533333333333334,0.7433333333333335
2024-07-04 05:53:20.445617,Idle,54.43,65.69,3.3500000000000005,16.4225,0.7433333333333335
2024-07-04 05:53:21.561572,Movement,1.12,65.69,4.470000000000001,16.4225,0.8375000000000001
2024-07-04 05:54:24.979850,Idle,63.42,129.11,4.470000000000001,25.822000000000003,0.8375000000000001
2024-07-04 05:54:26.095739,Movement,1.12,129.11,5.590000000000001,25.822000000000003,0.8940000000000001
2024-07-04 05:54:29.104690,Idle,3.01,132.12,5.590000000000001,22.02,0.8940000000000001
