Timestamp,State,Duration,Total Idle Time,Total Movement Time,Average Idle Time,Average Movement Time
2024-07-04 05:55:03.447434,Movement,0,0,0,0,0
2024-07-04 05:55:03.509807,Idle,0.06,0.06,0,0.06,0
2024-07-04 05:55:04.627620,Movement,1.12,0.06,1.12,0.06,0.0
2024-07-04 05:55:08.871038,Idle,4.24,4.3,1.12,2.15,0.0
2024-07-04 05:55:09.988018,Movement,1.12,4.3,2.24,2.15,0.56
2024-07-04 05:55:12.510450,Idle,2.52,6.82,2.24,2.2733333333333334,0.56
2024-07-04 05:55:13.627122,Movement,1.12,6.82,3.3600000000000003,2.2733333333333334,0.7466666666666667
2024-07-04 06:01:12.121935,Idle,358.49,365.31,3.3600000000000003,91.3275,0.7466666666666667
2024-07-04 06:01:13.237551,Movement,1.12,365.31,4.48,91.3275,0.8400000000000001
2024-07-04 06:01:18.515601,Idle,5.28,370.59,4.48,74.118,0.8400000000000001
2024-07-04 06:01:19.634063,Movement,1.12,370.59,5.6000000000000005,74.118,0.8960000000000001
2024-07-04 06:01:23.111588,Idle,3.48,374.07,5.6000000000000005,62.345,0.8960000000000001
2024-07-04 06:01:24.228371,Movement,1.12,374.07,6.720000000000001,62.345,0.9333333333333335
2024-07-04 06:01:27.278447,Idle,3.05,377.12,6.720000000000001,53.87428571428571,0.9333333333333335
2024-07-04 06:01:28.394963,Movement,1.12,377.12,7.840000000000001,53.87428571428571,0.9600000000000001
2024-07-04 06:06:29.073487,Idle,300.68,677.8,7.840000000000001,84.725,0.9600000000000001
2024-07-04 06:06:30.182780,Movement,1.11,677.8,8.950000000000001,84.725,0.9800000000000001
2024-07-04 06:06:35.059520,Idle,4.88,682.68,8.950000000000001,75.85333333333332,0.9800000000000001
2024-07-04 06:06:36.383136,Movement,1.32,682.68,10.270000000000001,75.85333333333332,0.9944444444444446
2024-07-04 06:06:45.867887,Idle,9.48,692.16,10.270000000000001,69.216,0.9944444444444446
2024-07-04 06:06:46.984676,Movement,1.12,692.16,11.39,69.216,1.0270000000000001
2024-07-04 06:06:50.004992,Idle,3.02,695.18,11.39,63.198181818181816,1.0270000000000001
2024-07-04 06:06:51.122238,Movement,1.12,695.18,12.510000000000002,63.198181818181816,1.0354545454545454
2024-07-04 06:12:03.643416,Idle,312.52,1007.6999999999999,12.510000000000002,83.975,1.0354545454545454
2024-07-04 06:12:04.572151,Movement,0.93,1007.6999999999999,13.440000000000001,83.975,1.0425000000000002
2024-07-04 06:12:09.423721,Idle,4.85,1012.55,13.440000000000001,77.88846153846154,1.0425000000000002
2024-07-04 06:12:10.726978,Movement,1.3,1012.55,14.740000000000002,77.88846153846154,1.0338461538461539
